Naam,Pesar,Dokhtar,Rate
آسانا,,1,معمولي
آسايش,1,,معمولي
آسپاداس,1,,بسيار نادر
آسپيان,1,,بسيار نادر
آستياژ,1,,بسيار نادر
آستياك,1,,بسيار نادر
آسدين,1,,بسيار نادر
آسكي,,1,بسيار نادر
آسمان,,1,معمولي
آسمانهور,,1,بسيار نادر
آسنا,,1,بسيار نادر
آسنات,,1,بسيار نادر
آسو,1,1,بسيار نادر
آسودا,,1,معمولي
آسوده,,1,معمولي
آسيا,,1,بسيار نادر
آسيدات,1,,بسيار نادر
آسيداد,1,,بسيار نادر
آسيمن,,1,بسيار نادر
آسيه,,1,معمولي
آشتي,,1,بسيار نادر
آشر,1,,بسيار نادر
آشنا,,1,معمولي
آشوب,,1,بسيار نادر
آشور,1,,بسيار نادر
آشورينا,,1,بسيار نادر
آشيان,,1,معمولي
آشينا,1,,معمولي
آصف,1,,بسيار نادر
آصفه,,1,بسيار نادر
آطوسا,,1,بسيار نادر
آغابانو,,1,بسيار نادر
آفاق,,1,بسيار نادر
آفت,,1,بسيار نادر
آفتاب,,1,معمولي
آفتابدخت,,1,معمولي
آفريدون,1,,بسيار نادر
آفريده,,1,معمولي
آفرين,,1,معمولي
آفرين گل,,1,معمولي
آفرين ماه,,1,بسيار نادر
آفرين مهر,,1,معمولي
آفرين ناز,,1,معمولي
آفرين نوش,,1,معمولي
آفريندخت,,1,معمولي
آفسانه,,1,معمولي
آفشيد,,1,بسيار نادر
آق بانو,,1,معمولي
آق گل,,1,معمولي
آقاجان,1,,معمولي
آقاگل,1,,معمولي
آقامير,1,,معمولي
آكام,1,,بسيار نادر
آكو,1,,بسيار نادر
آگا,1,,بسيار نادر
آگاهدخت,,1,بسيار نادر
آگرين,,1,بسيار نادر
آلا,1,1,معمولي
آلاء,,1,بسيار نادر
آلاگل,,1,بسيار نادر
آلاله,,1,معمولي
آلان قوا,,1,بسيار نادر
آلان گوا,,1,بسيار نادر
آلاوه,,1,بسيار نادر
آلب,1,,بسيار نادر
آلب ارسلان,1,,معمولي
آلب تكين,1,,بسيار نادر
آلبا,,1,بسيار نادر
آلپ ارسلان,1,,بسيار نادر
آلپ تكين,1,,بسيار نادر
آلتناي,,1,بسيار نادر
آلتون,,1,بسيار نادر
آلتونتاش,1,,بسيار نادر
آلتين,,1,بسيار نادر
آلتين گلين,,1,بسيار نادر
آلكا,1,1,بسيار نادر
آلما,,1,بسيار نادر
آلماز,,1,بسيار نادر
آلماگل,1,1,بسيار نادر
آلند,,1,بسيار نادر
آلنوش,,1,بسيار نادر
آلوگونه,,1,بسيار نادر
آليا,1,,بسيار نادر
آليس,,1,بسيار نادر
آليسا,,1,معمولي
آليش,,1,بسيار نادر
آليشان,1,1,بسيار نادر
آماتيس,,1,بسيار نادر
آماستريس,,1,بسيار نادر
آمال,,1,بسيار نادر
آمانج,1,,بسيار نادر
آماندا,1,,معمولي
آماندانا,,1,معمولي
آمتيس,,1,معمولي
آمستريس,,1,بسيار نادر
آمنه,,1,معمولي
آمنيد,1,,بسيار نادر
آموتيا,,1,بسيار نادر
آموي,1,,بسيار نادر
آميتريس,,1,بسيار نادر
آميتيدا,,1,بسيار نادر
آميتيس,,1,بسيار نادر
آمين,1,1,معمولي
آن,,1,بسيار نادر
آنا,,1,معمولي
آناشيد,,1,معمولي
آناگ,1,,بسيار نادر
آنالي,,1,معمولي
آناهيتا,,1,معمولي
آناهيد,,1,معمولي
آنتيگون,1,,بسيار نادر
آنديا,,1,بسيار نادر
آنسه,,1,بسيار نادر
آنو,,1,بسيار نادر
آنوش,,1,معمولي
آنوشا,,1,معمولي
آنوشه,1,,معمولي
آنيا,,1,معمولي
آنيتا,,1,معمولي
آنيس,,1,معمولي
آنيسا,1,1,معمولي
آنيل,1,,بسيار نادر
آوا,,1,پركاربرد
آوات,,1,بسيار نادر
آوادان,,1,بسيار نادر
آوادخت,,1,معمولي
آواديس,1,1,بسيار نادر
آوازه,,1,معمولي
آوام,,1,معمولي
آوانوش,,1,معمولي
آوشن,,1,بسيار نادر
آوگان,1,,بسيار نادر
آون,,1,بسيار نادر
آونگ,1,1,بسيار نادر
آوه,1,,بسيار نادر
آويد,1,1,بسيار نادر
آويده,,1,بسيار نادر
آوير,1,,بسيار نادر
آويز,1,1,بسيار نادر
آويزند,,1,بسيار نادر
آويزه,,1,بسيار نادر
آويژه,1,1,بسيار نادر
آويسا,,1,بسيار نادر
آويشن,,1,بسيار نادر
آويشه,,1,بسيار نادر
آوين,,1,بسيار نادر
آوينا,,1,بسيار نادر
آهار,,1,بسيار نادر
آهنگ,,1,معمولي
آهو,,1,معمولي
آهيد,,1,بسيار نادر
آهير,1,,بسيار نادر
آهيل,1,,بسيار نادر
آهين,1,,بسيار نادر
آي,,1,بسيار نادر
آي اوز,,1,بسيار نادر
آي بك,1,,بسيار نادر
آي بي بي,,1,بسيار نادر
آي پارا,,1,بسيار نادر
آي پري,,1,بسيار نادر
آي تركي ماه,,1,بسيار نادر
آي خانم,,1,بسيار نادر
آي سودا,,1,معمولي
آي نشان,,1,بسيار نادر
آيا تاي,,1,بسيار نادر
آيت,1,,معمولي
آيت الله,1,,معمولي
آيتا,,1,بسيار نادر
آيتاش,1,,بسيار نادر
آيتاي,,1,بسيار نادر
آيتغمش,1,,بسيار نادر
آيتك,,1,بسيار نادر
آيتكين,1,,بسيار نادر
آيتن,,1,بسيار نادر
آيتونا,1,,بسيار نادر
آيجان,,1,بسيار نادر
آيخان,1,,بسيار نادر
آيدا,,1,پركاربرد
آيدان,,1,بسيار نادر
آيدك,,1,بسيار نادر
آيدن,,1,بسيار نادر
آيدنگ,,1,بسيار نادر
آيدين,1,,بسيار نادر
آيريك,1,,بسيار نادر
آيرين,,1,معمولي
آيسا,,1,معمولي
آيسان,,1,معمولي
آيسل,,1,بسيار نادر
آيقان,1,,بسيار نادر
آيكان,1,,بسيار نادر
آيگل,,1,معمولي
آيگوزل,,1,معمولي
آيگين,,1,بسيار نادر
آيلا,1,1,بسيار نادر
آيلار,,1,معمولي
آيلما,,1,معمولي
آيلي,,1,بسيار نادر
آيلين,,1,پركاربرد
آيما,,1,معمولي
آين,1,1,بسيار نادر
آينا,,1,بسيار نادر
آيناز,,1,پركاربرد
آينور,,1,بسيار نادر
آيه,,1,بسيار نادر
آيهان,1,,بسيار نادر
آييژ,,1,بسيار نادر
آيين,1,1,معمولي
آيين گشسب,1,,بسيار نادر
آئيل,1,,بسيار نادر
بَخشا,1,,معمولي
بَدخشان,1,,بسيار نادر
بَرَسم,1,,بسيار نادر
بَرِشنوم,1,,بسيار نادر
بَرازمان,1,,بسيار نادر
بَرديا,1,,معمولي
بَرسام,1,,بسيار نادر
بَرمك,1,,بسيار نادر
بَگاداد,1,,بسيار نادر
بَگاش,1,,بسيار نادر
بَهاوند,1,,معمولي
بَهرامشاه,1,,بسيار نادر
بُرزو,1,,بسيار نادر
بُرزويه,1,,بسيار نادر
بُزرگمهر,1,,معمولي
بُندار,1,,بسيار نادر
بُنشاد,1,,بسيار نادر
بِهراد,1,,معمولي
بِهروز,1,,معمولي
بِهمرد,1,,معمولي
بابا,1,,بسيار نادر
بابان,,1,بسيار نادر
بابر,1,,بسيار نادر
بابك,1,,معمولي
بابوس,,1,بسيار نادر
بابوي,1,,بسيار نادر
بابيك,1,,بسيار نادر
بابيلان,,1,بسيار نادر
باپوك,1,,بسيار نادر
باپير,1,,بسيار نادر
باپيو,,1,بسيار نادر
باتوف,,1,بسيار نادر
باتيس,1,,بسيار نادر
باتينك,,1,بسيار نادر
باتينوك,,1,بسيار نادر
بادام,,1,بسيار نادر
بادامك,,1,بسيار نادر
بادان,1,,بسيار نادر
بادر,,1,بسيار نادر
بادرام,1,,بسيار نادر
بادليس,1,,بسيار نادر
بادينان,1,,بسيار نادر
باذان,1,,بسيار نادر
باراد,1,,بسيار نادر
باران,1,1,پركاربرد
باربُد,1,,معمولي
بارزان,1,1,بسيار نادر
بارسين,1,,بسيار نادر
بارش,1,1,معمولي
بارشين,1,,معمولي
بارلي,,1,بسيار نادر
بارمان,1,,بسيار نادر
بارنك,,1,بسيار نادر
بارنگ,,1,معمولي
باروشه,,1,بسيار نادر
باريز,,1,بسيار نادر
باريزان,,1,بسيار نادر
باريسان,1,,بسيار نادر
باريكان,1,,بسيار نادر
بارين,,1,بسيار نادر
بازان,,1,بسيار نادر
بازبان,1,,بسيار نادر
بازنه,,1,بسيار نادر
بازو,,1,بسيار نادر
بازور,,1,بسيار نادر
بازيار,1,,معمولي
بازيان,1,,بسيار نادر
باژار,1,,بسيار نادر
باژوران,,1,بسيار نادر
باژه,1,,بسيار نادر
باژير,,1,بسيار نادر
باسام,1,,بسيار نادر
باستان,1,,بسيار نادر
باستيان,,1,بسيار نادر
باستينگ,,1,بسيار نادر
باسكار,,1,بسيار نادر
باسكان,1,,بسيار نادر
باشار,1,,بسيار نادر
باشن,,1,بسيار نادر
باشو,1,,معمولي
باشوان,1,,بسيار نادر
باشور,1,,بسيار نادر
باشوك,1,,بسيار نادر
باشيلا,,1,معمولي
باغان,,1,بسيار نادر
باغبان,1,,بسيار نادر
بافرين,,1,بسيار نادر
باقر,1,,معمولي
باكوت,,1,بسيار نادر
باكور,1,,بسيار نادر
باگه,1,,بسيار نادر
بالا,1,,بسيار نادر
بالاچ,1,,بسيار نادر
بالبان,1,,بسيار نادر
بالك,1,,بسيار نادر
بالنده,1,1,بسيار نادر
بالوي,1,,بسيار نادر
بالويز,1,,بسيار نادر
باليده,,1,بسيار نادر
بالين,,1,بسيار نادر
بامداد,1,,معمولي
بامشاد,1,,معمولي
بامك,,1,بسيار نادر
بامگاه,1,,بسيار نادر
بامي,,1,بسيار نادر
باميك,,1,بسيار نادر
بامين,,1,بسيار نادر
بانگ,1,,بسيار نادر
بانو,,1,معمولي
بانواز,,1,بسيار نادر
بانوگشسب,,1,بسيار نادر
باني,1,,بسيار نادر
بانيپال,1,,بسيار نادر
باوا,1,,بسيار نادر
باوان,,1,بسيار نادر
باور,1,1,معمولي
باوشين,,1,بسيار نادر
باوند,,1,بسيار نادر
باوين,,1,بسيار نادر
باهرام,1,,بسيار نادر
باهك,1,,بسيار نادر
باهنر,1,,معمولي
باهوز,1,,بسيار نادر
باهيف,1,,بسيار نادر
بايا,1,,بسيار نادر
بايتگين,1,,بسيار نادر
بايخ,,1,بسيار نادر
بايرام,1,,معمولي
بايزيد,1,,بسيار نادر
بايف,1,,بسيار نادر
بايگان,1,,بسيار نادر
ببك,1,,بسيار نادر
بتام,1,,بسيار نادر
بتاو,1,,بسيار نادر
بتسابه,,1,بسيار نادر
بتمان,,1,بسيار نادر
بتول,,1,معمولي
بتين,,1,بسيار نادر
بثريك,1,,بسيار نادر
بجرگ,1,,بسيار نادر
بچكول,,1,بسيار نادر
بحيرا,1,,بسيار نادر
بخت آفريد,,1,بسيار نادر
بخت آفرين,1,,معمولي
بختوان,,1,بسيار نادر
بختور,,1,بسيار نادر
بختيار,1,,بسيار نادر
بختياري,1,,بسيار نادر
بخش علي,1,,بسيار نادر
بخشان,1,,بسيار نادر
بخشين,,1,بسيار نادر
بخشينر,1,,بسيار نادر
بدرالدين,1,,معمولي
بدره,1,,معمولي
بدري,,1,معمولي
بدن گل,,1,بسيار نادر
بديع الزمان,1,,بسيار نادر
برات,1,,معمولي
براخاس,1,,بسيار نادر
براخاص,1,,بسيار نادر
برادر,1,,بسيار نادر
برادوست,1,,بسيار نادر
برام,1,,بسيار نادر
برانوش,1,,معمولي
براو,1,,بسيار نادر
براهام,1,,بسيار نادر
براهيم,1,,معمولي
برآلين,1,,بسيار نادر
برپرس,1,,بسيار نادر
برتاو,1,,بسيار نادر
برتن,1,,بسيار نادر
برته,1,,بسيار نادر
برجاسپ,1,,بسيار نادر
برچاو,1,,بسيار نادر
برداش,1,,بسيار نادر
بردان,1,,معمولي
بردبار,,1,بسيار نادر
بردل,1,,بسيار نادر
برديس,1,,معمولي
برز,1,,بسيار نادر
برزام,1,,بسيار نادر
برزان,1,,بسيار نادر
برزاو,1,,بسيار نادر
برزآذر,1,,بسيار نادر
برزآفريد,,1,بسيار نادر
برزآفرين,1,,بسيار نادر
برزفر,1,,بسيار نادر
برزفري,1,,بسيار نادر
برزما,1,,بسيار نادر
برزمند,1,,بسيار نادر
برزمهر,1,,بسيار نادر
برزن,1,,بسيار نادر
برزهم,1,,بسيار نادر
برزي,,1,بسيار نادر
برزين,1,1,بسيار نادر
برزين داد,1,,بسيار نادر
برزين مهر,1,,بسيار نادر
برژان,,1,بسيار نادر
برژانگ,,1,بسيار نادر
برژنگ,,1,بسيار نادر
برژول,,1,بسيار نادر
برسومه,,1,بسيار نادر
برسيان,1,,بسيار نادر
برسيل,,1,بسيار نادر
برسين,,1,بسيار نادر
برشان,1,,بسيار نادر
برشيد,,1,بسيار نادر
برشيو,,1,بسيار نادر
برف آب,,1,بسيار نادر
برفي,,1,بسيار نادر
برفين,,1,بسيار نادر
برقه,,1,بسيار نادر
بركاو,1,,بسيار نادر
بركو,1,,بسيار نادر
برگ,,1,معمولي
برگام,,1,بسيار نادر
برگش,1,,بسيار نادر
برليان,,1,بسيار نادر
برمال,1,,بسيار نادر
برمايون,1,,بسيار نادر
برنا,1,1,بسيار نادر
برنوش,1,,معمولي
بروا,1,,بسيار نادر
بروار,1,,بسيار نادر
بروان,1,,بسيار نادر
بروز,1,,بسيار نادر
بروسكان,1,,بسيار نادر
بروسكه,1,,بسيار نادر
بروفه,1,1,معمولي
برومند,1,1,معمولي
برهان,1,,معمولي
برهان الدين,1,,معمولي
برهم,1,,بسيار نادر
برهمن,1,,بسيار نادر
برهمند,1,,بسيار نادر
برهون,,1,بسيار نادر
بريا,,1,معمولي
بريار,,1,بسيار نادر
بريان,1,,بسيار نادر
بريز,1,,بسيار نادر
بريسكه,1,,بسيار نادر
بريكار,1,,بسيار نادر
برين,1,,بسيار نادر
بريندار,1,,بسيار نادر
برينداره,,1,بسيار نادر
بريوان,,1,بسيار نادر
بزان,,1,بسيار نادر
بزرجمهر,1,,معمولي
بزرگ,1,,معمولي
بزرگ اميد,1,,بسيار نادر
بزوتنوه,1,,بسيار نادر
بزوين,1,,بسيار نادر
بزين,,1,بسيار نادر
بژار,1,,بسيار نادر
بژدار,,1,بسيار نادر
بژن,,1,بسيار نادر
بژوار,1,1,بسيار نادر
بژول,,1,بسيار نادر
بژوين,,1,بسيار نادر
بژيو,,1,بسيار نادر
بسارنگ,1,1,بسيار نادر
بسام,1,,بسيار نادر
